Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Price Date,Modal Price (Rs./kg),Min Price ,Max price
249,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Jul-25,125,110,130
250,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-May-25,125,110,130
251,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Nov-24,125,110,130
252,Nagpur,Nagpur,Apple,Other,Local,11000,13000,22-Jul-25,125,110,130
253,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Sep-24,125,110,130
254,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Dec-24,125,110,130
255,Nagpur,Nagpur,Apple,Other,Local,11000,13000,31-Jan-25,125,110,130
256,Nagpur,Nagpur,Apple,Other,Local,11000,13000,26-Mar-25,125,110,130
257,Nagpur,Nagpur,Apple,Other,Local,11000,13000,30-May-25,125,110,130
258,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Mar-25,125,110,130
259,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Oct-24,125,110,130
260,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Dec-24,125,110,130
261,Nagpur,Nagpur,Apple,Other,Local,11000,13000,11-Jun-25,125,110,130
262,Nagpur,Nagpur,Apple,Other,Local,11000,13000,22-Oct-24,125,110,130
263,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Jan-25,125,110,130
264,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Nov-24,125,110,130
265,Nagpur,Nagpur,Apple,Other,Local,11000,13000,26-Sep-24,125,110,130
266,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Jan-25,125,110,130
267,Nagpur,Nagpur,Apple,Other,Local,11000,13000,29-Jan-25,125,110,130
268,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Jul-25,125,110,130
269,Nagpur,Nagpur,Apple,Other,Local,11000,13000,11-Jul-25,125,110,130
270,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Feb-25,125,110,130
271,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Sep-24,125,110,130
272,Nagpur,Nagpur,Apple,Other,Local,11000,13000,30-Dec-24,125,110,130
273,Nagpur,Nagpur,Apple,Other,Local,11000,13000,10-Jan-25,125,110,130
274,Nagpur,Nagpur,Apple,Other,Local,11000,13000,22-Apr-25,125,110,130
275,Nagpur,Nagpur,Apple,Other,Local,11000,13000,12-Apr-25,125,110,130
276,Nagpur,Nagpur,Apple,Other,Local,11000,13000,6-May-25,125,110,130
277,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Nov-24,125,110,130
278,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Oct-24,125,110,130
279,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Jan-25,125,110,130
280,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Dec-24,125,110,130
281,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Nov-24,125,110,130
282,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Nov-24,125,110,130
283,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Sep-24,125,110,130
284,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Feb-25,125,110,130
285,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Jul-25,125,110,130
286,Nagpur,Nagpur,Apple,Other,Local,11000,13000,23-Jun-25,125,110,130
287,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Jun-25,125,110,130
288,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Mar-25,125,110,130
289,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Jul-25,125,110,130
290,Nagpur,Nagpur,Apple,Other,Local,11000,13000,22-Mar-25,125,110,130
291,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-May-25,125,110,130
292,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Oct-24,125,110,130
293,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Apr-25,125,110,130
294,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Feb-25,125,110,130
295,Nagpur,Nagpur,Apple,Other,Local,11000,13000,20-Jan-25,125,110,130
296,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-May-25,125,110,130
297,Nagpur,Nagpur,Apple,Other,Local,11000,13000,2-Jan-25,125,110,130
298,Nagpur,Nagpur,Apple,Other,Local,11000,13000,1-Oct-24,125,110,130
299,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Dec-24,125,110,130
300,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Jan-25,125,110,130
301,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Apr-25,125,110,130
302,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Jun-25,125,110,130
303,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Sep-24,125,110,130
304,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Oct-24,125,110,130
305,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Nov-24,125,110,130
306,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Dec-24,125,110,130
307,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Feb-25,125,110,130
308,Nagpur,Nagpur,Apple,Other,Local,11000,13000,2-Dec-24,125,110,130
309,Nagpur,Nagpur,Apple,Other,Local,11000,13000,26-Dec-24,125,110,130
310,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Oct-24,125,110,130
311,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Apr-25,125,110,130
312,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Feb-25,125,110,130
313,Nagpur,Nagpur,Apple,Other,Local,11000,13000,23-May-25,125,110,130
314,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Sep-24,125,110,130
315,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Oct-24,125,110,130
316,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Feb-25,125,110,130
317,Nagpur,Nagpur,Apple,Other,Local,11000,13000,2-Jun-25,125,110,130
318,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Apr-25,125,110,130
319,Nagpur,Nagpur,Apple,Other,Local,11000,13000,20-Jun-25,125,110,130
320,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Sep-24,125,110,130
321,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Jul-25,125,110,130
322,Nagpur,Nagpur,Apple,Other,Local,11000,13000,12-Mar-25,125,110,130
323,Nagpur,Nagpur,Apple,Other,Local,11000,13000,22-Jan-25,125,110,130
324,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Nov-24,125,110,130
325,Nagpur,Nagpur,Apple,Other,Local,11000,13000,6-Jan-25,125,110,130
326,Nagpur,Nagpur,Apple,Other,Local,11000,13000,8-Jan-25,125,110,130
327,Nagpur,Nagpur,Apple,Simla,Local,6000,7000,25-Jul-25,67.5,60,70
328,Nagpur,Nagpur,Apple,Other,Local,11000,13000,11-Apr-25,125,110,130
329,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Jun-25,125,110,130
330,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-Apr-25,125,110,130
331,Nagpur,Nagpur,Apple,Other,Local,11000,13000,11-Nov-24,125,110,130
332,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Oct-24,125,110,130
333,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-May-25,125,110,130
334,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Mar-25,125,110,130
335,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Feb-25,125,110,130
336,Nagpur,Nagpur,Apple,Other,Local,11000,13000,15-Jan-25,125,110,130
337,Nagpur,Nagpur,Apple,Other,Local,11000,13000,27-Feb-25,125,110,130
338,Nagpur,Nagpur,Apple,Other,Local,11000,13000,20-Mar-25,125,110,130
339,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Oct-24,125,110,130
340,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Nov-24,125,110,130
341,Nagpur,Nagpur,Apple,Simla,Local,6000,7000,31-Mar-25,67.5,60,70
342,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Jan-25,125,110,130
343,Nagpur,Nagpur,Apple,Other,Local,11000,13000,27-Mar-25,125,110,130
344,Nagpur,Nagpur,Apple,Other,Local,11000,13000,31-May-25,125,110,130
345,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Jun-25,125,110,130
346,Nagpur,Nagpur,Apple,Other,Local,11000,13000,29-Oct-24,125,110,130
347,Nagpur,Nagpur,Apple,Other,Local,11000,13000,8-Apr-25,125,110,130
348,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Dec-24,125,110,130
349,Nagpur,Nagpur,Apple,Other,Local,11000,13000,10-Apr-25,125,110,130
350,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Mar-25,125,110,130
351,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Jun-25,125,110,130
352,Nagpur,Nagpur,Apple,Other,Local,11000,13000,29-Mar-25,125,110,130
353,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Jun-25,125,110,130
354,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Jan-25,125,110,130
355,Nagpur,Nagpur,Apple,Other,Local,11000,13000,10-Jun-25,125,110,130
356,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Sep-24,125,110,130
357,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-May-25,125,110,130
358,Nagpur,Nagpur,Apple,Other,Local,11000,13000,1-Jul-25,125,110,130
359,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Apr-25,125,110,130
360,Nagpur,Nagpur,Apple,Other,Local,11000,13000,18-Oct-24,125,110,130
361,Nagpur,Nagpur,Apple,Other,Local,11000,13000,8-Jul-25,125,110,130
362,Nagpur,Nagpur,Apple,Other,Local,11000,13000,30-Oct-24,125,110,130
363,Nagpur,Nagpur,Apple,Other,Local,11000,13000,23-Dec-24,125,110,130
364,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-May-25,125,110,130
365,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Nov-24,125,110,130
366,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Jun-25,125,110,130
367,Nagpur,Nagpur,Apple,Other,Local,11000,13000,27-Nov-24,125,110,130
368,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Jul-25,125,110,130
369,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Jan-25,125,110,130
370,Nagpur,Nagpur,Apple,Other,Local,11000,13000,2-Apr-25,125,110,130
371,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Feb-25,125,110,130
372,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Mar-25,125,110,130
373,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Nov-24,125,110,130
374,Nagpur,Nagpur,Apple,Other,Local,11000,13000,23-Oct-24,125,110,130
375,Nagpur,Nagpur,Apple,Other,Local,11000,13000,15-Apr-25,125,110,130
376,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Jan-25,125,110,130
377,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Sep-24,125,110,130
378,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Jan-25,125,110,130
379,Nagpur,Nagpur,Apple,Other,Local,11000,13000,29-Apr-25,125,110,130
380,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Mar-25,125,110,130
381,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Jul-25,125,110,130
382,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Sep-24,125,110,130
383,Nagpur,Nagpur,Apple,Other,Local,11000,13000,10-Jul-25,125,110,130
384,Nagpur,Nagpur,Apple,Other,Local,11000,13000,15-Feb-25,125,110,130
385,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Apr-25,125,110,130
386,Nagpur,Nagpur,Apple,Simla,Local,6000,7000,24-Jun-25,65,60,70
387,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Feb-25,125,110,130
388,Nagpur,Nagpur,Apple,Other,Local,11000,13000,12-Nov-24,125,110,130
389,Nagpur,Nagpur,Apple,Other,Local,11000,13000,7-Oct-24,125,110,130
390,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Mar-25,125,110,130
391,Nagpur,Nagpur,Apple,Other,Local,11000,13000,19-Dec-24,125,110,130
392,Nagpur,Nagpur,Apple,Other,Local,11000,13000,25-Apr-25,122.5,110,130
393,Nagpur,Nagpur,Apple,Other,Local,11000,13000,6-Jun-25,125,110,130
394,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Mar-25,125,110,130
395,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Sep-24,125,110,130
396,Nagpur,Nagpur,Apple,Other,Local,11000,13000,4-Jun-25,125,110,130
397,Nagpur,Nagpur,Apple,Other,Local,11000,13000,27-Sep-24,125,110,130
398,Nagpur,Nagpur,Apple,Other,Local,11000,13000,14-Jul-25,125,110,130
399,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Dec-24,125,110,130
400,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Jun-25,125,110,130
401,Nagpur,Nagpur,Apple,Other,Local,11000,13000,1-Apr-25,125,110,130
402,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Apr-25,125,110,130
403,Nagpur,Nagpur,Apple,Other,Local,11000,13000,11-Mar-25,125,110,130
404,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Jun-25,125,110,130
405,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Sep-24,125,110,130
406,Nagpur,Nagpur,Apple,Other,Local,11000,13000,27-Jun-25,125,110,130
407,Nagpur,Nagpur,Apple,Other,Local,11000,13000,26-May-25,125,110,130
408,Nagpur,Nagpur,Apple,Other,Local,11000,13000,30-Sep-24,125,110,130
409,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Nov-24,125,110,130
410,Nagpur,Nagpur,Apple,Other,Local,11000,13000,21-Apr-25,125,110,130
411,Nagpur,Nagpur,Apple,Other,Local,11000,13000,5-Jul-25,125,110,130
412,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Jan-25,125,110,130
413,Nagpur,Nagpur,Apple,Other,Local,11000,13000,20-May-25,125,110,130
414,Nagpur,Nagpur,Apple,Other,Local,11000,13000,10-Mar-25,125,110,130
415,Nagpur,Nagpur,Apple,Other,Local,11000,13000,13-Jun-25,125,110,130
416,Nagpur,Nagpur,Apple,Other,Local,11000,13000,31-Mar-25,125,110,130
417,Nagpur,Nagpur,Apple,Other,Local,11000,13000,17-Apr-25,125,110,130
418,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-May-25,125,110,130
419,Nagpur,Nagpur,Apple,Other,Local,11000,13000,15-Jul-25,125,110,130
420,Nagpur,Nagpur,Apple,Other,Local,11000,13000,1-Feb-25,125,110,130
421,Nagpur,Nagpur,Apple,Other,Local,11000,13000,8-May-25,125,110,130
422,Nagpur,Nagpur,Apple,Other,Local,11000,13000,2-Sep-24,125,110,130
423,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Oct-24,125,110,130
424,Nagpur,Nagpur,Apple,Other,Local,11000,13000,3-Oct-24,125,110,130
425,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-May-25,125,110,130
426,Nagpur,Nagpur,Apple,Other,Local,11000,13000,31-Dec-24,125,110,130
427,Nagpur,Nagpur,Apple,Other,Local,11000,13000,12-Jul-25,125,110,130
428,Nagpur,Nagpur,Apple,Other,Local,11000,13000,16-May-25,122.5,110,130
429,Nagpur,Nagpur,Apple,Other,Local,11000,13000,28-Jan-25,125,110,130
430,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Jun-25,125,110,130
431,Nagpur,Nagpur,Apple,Other,Local,11000,13000,24-Feb-25,125,110,130
432,Nagpur,Nagpur,Apple,Other,Local,11000,13000,9-Nov-24,125,110,130
433,Nashik,Nasik,Apple,Other,Local,6000,15000,1-Apr-25,100,60,150
434,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Feb-25,100,60,150
435,Nashik,Nasik,Apple,Other,Local,6000,15000,29-Dec-24,100,60,150
436,Nashik,Nasik,Apple,Other,Local,6000,15000,23-Dec-24,100,60,150
437,Nashik,Nasik,Apple,Other,Local,6000,15000,28-Dec-24,100,60,150
438,Nashik,Nasik,Apple,Other,Local,7000,18000,17-Jul-25,130,70,180
439,Nashik,Nasik,Apple,Other,Local,6000,16000,22-May-25,110,60,160
440,Nashik,Nasik,Apple,Other,Local,6000,15000,6-Apr-25,100,60,150
441,Nashik,Nasik,Apple,Other,Local,6000,15000,23-Sep-24,100,60,150
442,Nashik,Nasik,Apple,Other,Local,6000,15000,27-Sep-24,100,60,150
443,Nashik,Nasik,Apple,Other,Local,7000,18000,21-Jul-25,130,70,180
444,Nashik,Nasik,Apple,Other,Local,6000,16000,17-Jun-25,110,60,160
445,Nashik,Nasik,Apple,Other,Local,6000,15000,6-Nov-24,100,60,150
446,Nashik,Nasik,Apple,Other,Local,6000,15000,27-Nov-24,100,60,150
447,Nashik,Nasik,Apple,Other,Local,6000,15000,15-Apr-25,100,60,150
448,Nashik,Nasik,Apple,Other,Local,6000,15000,10-Nov-24,100,60,150
449,Nashik,Nasik,Apple,Other,Local,6000,15000,5-Mar-25,100,60,150
450,Nashik,Nasik,Apple,Other,Local,6000,15000,3-Jan-25,100,60,150
451,Nashik,Nasik,Apple,Other,Local,6000,16000,24-May-25,110,60,160
452,Nashik,Nasik,Apple,Other,Local,6000,15000,9-Apr-25,100,60,150
453,Nashik,Nasik,Apple,Other,Local,6000,15000,18-Sep-24,100,60,150
454,Nashik,Nasik,Apple,Other,Local,6000,15000,23-Mar-25,100,60,150
455,Nashik,Nasik,Apple,Other,Local,6000,15000,10-Mar-25,100,60,150
456,Nashik,Nasik,Apple,Other,Local,5500,14000,25-Oct-24,95,55,140
457,Nashik,Nasik,Apple,Other,Local,6000,15000,29-Apr-25,100,60,150
458,Nashik,Nasik,Apple,Other,Local,6000,15000,9-Nov-24,100,60,150
459,Nashik,Nasik,Apple,Other,Local,6000,16000,10-Jun-25,110,60,160
460,Nashik,Nasik,Apple,Other,Local,6000,15000,25-Dec-24,100,60,150
461,Nashik,Nasik,Apple,Other,Local,6000,15000,7-Nov-24,100,60,150
462,Nashik,Nasik,Apple,Other,Local,6000,15000,23-Oct-24,100,60,150
463,Nashik,Nasik,Apple,Other,Local,6000,15000,2-Sep-24,100,60,150
464,Nashik,Nasik,Apple,Other,Local,6000,15000,1-Feb-25,100,60,150
465,Nashik,Nasik,Apple,Other,Local,6000,15000,30-Jan-25,100,60,150
466,Nashik,Nasik,Apple,Other,Local,6000,15000,8-May-25,100,60,150
467,Nashik,Nasik,Apple,Other,Local,6000,16000,12-Jun-25,110,60,160
468,Nashik,Nasik,Apple,Other,Local,3000,4000,12-Oct-24,35,30,40
469,Nashik,Nasik,Apple,Other,Local,6000,15000,24-Oct-24,100,60,150
470,Nashik,Nasik,Apple,Other,Local,6000,15000,3-Oct-24,100,60,150
471,Nashik,Nasik,Apple,Other,Local,6000,16000,5-Jun-25,110,60,160
472,Nashik,Nasik,Apple,Other,Local,6000,15000,17-Dec-24,100,60,150
473,Nashik,Nasik,Apple,Other,Local,6000,15000,20-Sep-24,100,60,150
474,Nashik,Nasik,Apple,Other,Local,6000,15000,30-Sep-24,100,60,150
475,Nashik,Nasik,Apple,Other,Local,6000,15000,21-Apr-25,100,60,150
476,Nashik,Nasik,Apple,Other,Local,6000,15000,11-Sep-24,100,60,150
477,Nashik,Nasik,Apple,Other,Local,6000,15000,27-Dec-24,100,60,150
478,Nashik,Nasik,Apple,Other,Local,6000,16000,6-Jun-25,110,60,160
479,Nashik,Nasik,Apple,Other,Local,6000,15000,2-Oct-24,100,60,150
480,Nashik,Nasik,Apple,Other,Local,6000,15000,9-Dec-24,100,60,150
481,Nashik,Nasik,Apple,Other,Local,6000,15000,29-Mar-25,100,60,150
482,Nashik,Nasik,Apple,Other,Local,6000,15000,17-Nov-24,100,60,150
483,Nashik,Nasik,Apple,Other,Local,6000,15000,7-Oct-24,100,60,150
484,Nashik,Nasik,Apple,Other,Local,6000,15000,29-Oct-24,100,60,150
485,Nashik,Nasik,Apple,Other,Local,6000,15000,10-Oct-24,100,60,150
486,Nashik,Nasik,Apple,Other,Local,6000,16000,23-May-25,110,60,160
487,Nashik,Nasik,Apple,Other,Local,6000,15000,28-Jan-25,100,60,150
488,Nashik,Nasik,Apple,Other,Local,6000,15000,21-Oct-24,100,60,150
489,Nashik,Nasik,Apple,Other,Local,6000,16000,24-Jun-25,110,60,160
490,Nashik,Nasik,Apple,Other,Local,6000,15000,30-Mar-25,100,60,150
491,Nashik,Nasik,Apple,Other,Local,6000,15000,5-Apr-25,100,60,150
492,Nashik,Nasik,Apple,Other,Local,6000,15000,11-Oct-24,100,60,150
493,Nashik,Nasik,Apple,Other,Local,7000,18000,6-Jul-25,130,70,180
494,Nashik,Nasik,Apple,Other,Local,6000,15000,17-Apr-25,100,60,150
495,Nashik,Nasik,Apple,Other,Local,6000,15000,21-Mar-25,100,60,150
496,Nashik,Nasik,Apple,Other,Local,6000,15000,22-Nov-24,100,60,150
497,Nashik,Nasik,Apple,Other,Local,6000,15000,12-Dec-24,100,60,150
498,Nashik,Nasik,Apple,Other,Local,6000,16000,4-Jul-25,110,60,160
499,Nashik,Nasik,Apple,Other,Local,6000,16000,20-May-25,110,60,160
500,Nashik,Nasik,Apple,Other,Local,6000,15000,8-Apr-25,100,60,150
501,Nashik,Nasik,Apple,Other,Local,7000,18000,14-Jul-25,130,70,180
502,Nashik,Nasik,Apple,Other,Local,6000,16000,27-Jun-25,110,60,160
503,Nashik,Nasik,Apple,Other,Local,6000,15000,28-Nov-24,100,60,150
504,Nashik,Nasik,Apple,Other,Local,6000,15000,9-Mar-25,100,60,150
505,Nashik,Nasik,Apple,Other,Local,6000,15000,27-Mar-25,100,60,150
506,Nashik,Nasik,Apple,Other,Local,6000,15000,28-Mar-25,100,60,150
507,Nashik,Nasik,Apple,Other,Local,7000,18000,25-Jul-25,130,70,180
508,Nashik,Nasik,Apple,Other,Local,6000,16000,28-May-25,110,60,160
509,Nashik,Nasik,Apple,Other,Local,6000,15000,30-Oct-24,100,60,150
510,Nashik,Nasik,Apple,Other,Local,6000,15000,19-Feb-25,100,60,150
511,Nashik,Nasik,Apple,Other,Local,6000,15000,23-Feb-25,100,60,150
512,Nashik,Nasik,Apple,Other,Local,6000,15000,7-Jan-25,100,60,150
513,Nashik,Nasik,Apple,Other,Local,6000,15000,6-Oct-24,100,60,150
514,Nashik,Nasik,Apple,Other,Local,6000,16000,26-May-25,110,60,160
515,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Dec-24,100,60,150
516,Nashik,Nasik,Apple,Other,Local,7000,18000,27-Jul-25,130,70,180
517,Nashik,Nasik,Apple,Other,Local,6000,15000,18-Nov-24,100,60,150
518,Nashik,Nasik,Apple,Other,Local,6000,15000,25-Nov-24,100,60,150
519,Nashik,Nasik,Apple,Other,Local,6000,15000,9-May-25,100,60,150
520,Nashik,Nasik,Apple,Other,Local,6000,15000,21-Sep-24,100,60,150
521,Nashik,Nasik,Apple,Other,Local,6000,15000,19-Oct-24,100,60,150
522,Nashik,Nasik,Apple,Other,Local,6000,15000,24-Dec-24,100,60,150
523,Nashik,Nasik,Apple,Other,Local,6000,15000,2-Apr-25,100,60,150
524,Nashik,Nasik,Apple,Other,Local,6000,15000,25-Sep-24,100,60,150
525,Nashik,Nasik,Apple,Other,Local,7000,18000,24-Jul-25,130,70,180
526,Nashik,Nasik,Apple,Other,Local,6000,15000,5-Nov-24,100,60,150
527,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Nov-24,100,60,150
528,Nashik,Nasik,Apple,Other,Local,6000,16000,1-Jul-25,110,60,160
529,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Jan-25,100,60,150
530,Nashik,Nasik,Apple,Other,Local,7000,18000,13-Jul-25,130,70,180
531,Nashik,Nasik,Apple,Other,Local,6000,15000,16-May-25,100,60,150
532,Nashik,Nasik,Apple,Other,Local,6000,15000,15-Feb-25,100,60,150
533,Nashik,Nasik,Apple,Other,Local,6000,15000,13-May-25,100,60,150
534,Nashik,Nasik,Apple,Other,Local,6000,15000,19-Dec-24,100,60,150
535,Nashik,Nasik,Apple,Other,Local,6000,15000,19-Mar-25,100,60,150
536,Nashik,Nasik,Apple,Other,Local,6000,15000,3-Mar-25,100,60,150
537,Nashik,Nasik,Apple,Other,Local,6000,15000,25-Feb-25,100,60,150
538,Nashik,Nasik,Apple,Other,Local,6000,15000,18-Oct-24,100,60,150
539,Nashik,Nasik,Apple,Other,Local,6000,15000,7-Dec-24,100,60,150
540,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Oct-24,100,60,150
541,Nashik,Nasik,Apple,Other,Local,6000,15000,13-Mar-25,100,60,150
542,Nashik,Nasik,Apple,Other,Local,6000,15000,12-Nov-24,100,60,150
543,Nashik,Nasik,Apple,Other,Local,6000,15000,24-Sep-24,100,60,150
544,Nashik,Nasik,Apple,Other,Local,6000,15000,10-Apr-25,100,60,150
545,Nashik,Nasik,Apple,Other,Local,6000,16000,25-May-25,110,60,160
546,Nashik,Nasik,Apple,Other,Local,7000,18000,8-Jul-25,130,70,180
547,Nashik,Nasik,Apple,Other,Local,6000,15000,28-Sep-24,100,60,150
548,Nashik,Nasik,Apple,Other,Local,7000,18000,12-Jul-25,130,70,180
549,Nashik,Nasik,Apple,Other,Local,6000,15000,16-Sep-24,100,60,150
550,Nashik,Nasik,Apple,Other,Local,6000,15000,5-Sep-24,100,60,150
551,Nashik,Nasik,Apple,Other,Local,6000,15000,6-Sep-24,100,60,150
552,Nashik,Nasik,Apple,Other,Local,6000,15000,10-Dec-24,100,60,150
553,Nashik,Nasik,Apple,Other,Local,6000,15000,8-Sep-24,100,60,150
554,Nashik,Nasik,Apple,Other,Local,6000,15000,11-May-25,100,60,150
555,Nashik,Nasik,Apple,Other,Local,6000,15000,7-May-25,100,60,150
556,Nashik,Nasik,Apple,Other,Local,6000,15000,7-Feb-25,100,60,150
557,Nashik,Nasik,Apple,Other,Local,6000,15000,12-Sep-24,100,60,150
558,Nashik,Nasik,Apple,Other,Local,6000,15000,17-Oct-24,100,60,150
559,Nashik,Nasik,Apple,Other,Local,7000,18000,19-Jul-25,130,70,180
560,Nashik,Nasik,Apple,Other,Local,6000,15000,26-Dec-24,100,60,150
561,Nashik,Nasik,Apple,Other,Local,6000,16000,18-May-25,110,60,160
562,Nashik,Nasik,Apple,Other,Local,6000,15000,4-May-25,100,60,150
563,Nashik,Nasik,Apple,Other,Local,6000,16000,21-May-25,110,60,160
564,Nashik,Nasik,Apple,Other,Local,6000,15000,27-Jan-25,100,60,150
565,Nashik,Nasik,Apple,Other,Local,6000,15000,29-Jan-25,100,60,150
566,Nashik,Nasik,Apple,Other,Local,6000,15000,3-Dec-24,100,60,150
567,Nashik,Nasik,Apple,Other,Local,6000,15000,17-Feb-25,100,60,150
568,Nashik,Nasik,Apple,Other,Local,6000,15000,25-Jan-25,110,60,150
569,Nashik,Nasik,Apple,Other,Local,6000,16000,11-Jun-25,110,60,160
570,Nashik,Nasik,Apple,Other,Local,6000,15000,26-Nov-24,100,60,150
571,Nashik,Nasik,Apple,Other,Local,6000,15000,2-Dec-24,100,60,150
